ID,Age,Salary,JoinDate,Department,Score
214,52,132795,2019-07-11,Finance,74
215,38,135955,2017-09-24,Finance,72
216,33,57192,2021-12-23,HR,88
217,62,119780,2021-09-22,HR,91
218,56,118461,2015-09-22,HR,80
219,22,53714,2018-11-15,HR,72
220,46,132634,2017-09-15,Sales,60
221,35,133150,2016-04-11,Finance,61
222,26,53625,2022-11-19,Marketing,93
223,34,107052,2021-07-10,Finance,87
224,24,51677,2023-09-19,Marketing,62
225,57,69081,2018-07-05,Engineering,58
226,44,49065,2018-12-29,Marketing,51
227,22,118092,2023-01-06,Sales,86
228,55,56962,2018-08-05,Finance,57
229,62,56432,2018-12-22,Finance,71
230,34,87854,2024-04-27,Marketing,56
231,42,31324,2021-11-30,Sales,53
232,53,65909,2017-07-31,Marketing,80
233,36,102124,2017-10-08,Sales,93
234,56,148874,2018-02-05,Support,59
235,43,123714,2024-07-01,Sales,88
236,20,116188,2015-05-24,Marketing,62
237,45,33709,2023-05-13,HR,69
238,45,87799,2017-11-05,Marketing,90
239,56,82224,2020-05-26,Marketing,52
240,30,110219,2020-11-15,Finance,98
241,42,63591,2017-01-05,Support,82
242,55,141732,2023-06-15,Engineering,55
243,61,141276,2023-12-29,Support,81
244,62,64620,2023-11-08,Sales,96
245,38,50559,2018-10-25,Marketing,70
246,28,106539,2018-12-27,Support,86
247,53,121362,2020-02-25,HR,68
248,37,140008,2016-02-06,Support,67
249,64,47640,2022-08-27,Marketing,98
250,31,82638,2023-06-20,Marketing,50
251,20,49087,2019-11-15,HR,72
252,28,108859,2017-04-10,Finance,59
253,49,41023,2018-12-18,HR,57
254,55,53959,2016-07-22,Engineering,77
255,25,39337,2024-02-17,Sales,77
256,53,91529,2018-01-23,Marketing,57
257,45,57355,2021-08-12,Support,86
258,58,34835,2019-08-28,Support,76
259,34,68088,2022-05-29,Marketing,82
260,37,65547,2017-01-06,Finance,97
261,46,57532,2020-05-22,Support,95
262,52,148012,2020-08-03,Support,55
263,35,86178,2023-04-19,HR,54
264,64,105672,2023-11-10,HR,51
265,27,114791,2018-03-29,Engineering,79
266,62,67892,2020-06-11,Engineering,82
267,18,130497,2020-01-01,HR,81
268,64,142816,2021-11-03,Support,60
269,38,53833,2023-05-28,Finance,74
270,39,36970,2017-04-11,Finance,76
271,30,50384,2015-01-15,Marketing,83
272,58,135570,2019-01-02,Marketing,50
273,38,70943,2022-12-25,Marketing,55
274,45,48384,2021-09-01,HR,54
275,48,39860,2015-11-05,Marketing,87
276,20,80612,2022-06-12,HR,72
277,54,99172,2022-01-15,Engineering,86
278,27,62201,2019-05-21,Marketing,68
279,34,143748,2024-04-01,Engineering,63
280,26,68765,2015-03-26,HR,50
281,62,47100,2022-03-23,Engineering,53
282,18,67744,2017-06-20,Finance,89
283,49,122193,2019-07-11,HR,77
284,48,37239,2022-02-10,Support,88
285,43,144937,2022-06-15,Engineering,83
286,20,124074,2024-08-22,Finance,99
287,29,72944,2020-06-28,Sales,93
288,22,54285,2020-01-18,Support,66
289,64,45254,2018-12-08,HR,64
290,54,69764,2022-09-12,Engineering,63
291,19,122234,2017-08-15,HR,88
292,55,95215,2020-12-20,Finance,83
293,55,137825,2015-02-21,Engineering,83
294,35,36941,2017-06-03,Finance,64
295,44,91886,2021-09-13,Engineering,83
296,55,86800,2019-09-11,Sales,73
297,32,149803,2024-06-06,Sales,79
298,59,73088,2017-02-17,Sales,54
299,46,69811,2016-06-24,Engineering,59
300,34,117369,2021-09-27,Sales,66
301,37,132468,2023-06-05,Engineering,83
302,23,44388,2024-06-19,Engineering,51
303,30,134573,2022-05-25,Finance,92
304,60,42015,2018-06-29,HR,60
305,64,47144,2022-12-02,Finance,72
306,33,101774,2024-02-09,Finance,60
307,33,54071,2015-08-29,Sales,53
308,57,138215,2016-11-26,Sales,74
309,20,113807,2019-11-23,Support,52
310,44,99724,2019-01-29,Finance,81
311,36,87108,2019-09-21,Marketing,54
312,35,141195,2017-03-30,Engineering,91
313,39,109252,2015-06-23,Marketing,55
314,18,134680,2020-08-21,Finance,61
315,43,123229,2020-01-01,HR,83
316,31,121865,2024-07-26,Support,94
317,44,53624,2015-08-20,HR,75
318,64,35240,2020-08-09,Support,71
319,64,85645,2024-02-20,Support,92
320,34,125257,2024-04-10,Marketing,85
321,18,89399,2016-10-06,Support,98
322,52,80428,2022-12-24,Support,64
323,64,112558,2024-12-10,Marketing,71
324,31,58699,2023-06-24,Support,72
325,31,74247,2022-09-22,HR,51
326,62,135113,2016-11-28,Support,63
327,24,35122,2023-02-26,HR,96
328,40,114717,2024-10-30,Finance,92
329,64,97067,2016-08-26,Sales,94
330,35,135977,2021-11-24,Marketing,87
331,52,64674,2019-10-11,Marketing,64
332,42,68518,2019-11-16,HR,86
333,45,120825,2021-08-12,Engineering,88
334,34,125462,2016-01-09,Marketing,71
335,43,144813,2017-12-11,Finance,93
336,42,134592,2016-06-08,HR,62
337,37,36168,2021-01-04,Finance,53
338,27,103794,2017-02-14,Sales,90
339,62,56734,2016-09-19,Engineering,85
340,64,56069,2018-12-06,Marketing,83
341,64,103479,2017-04-23,HR,89
342,61,102274,2020-02-22,HR,91
343,58,90004,2022-03-18,HR,55
344,43,78447,2019-08-07,HR,83
345,62,142581,2023-09-10,Marketing,86
346,50,146148,2021-08-31,Sales,71
347,38,146421,2019-01-02,Support,55
348,21,107149,2019-02-14,Engineering,60
349,47,43918,2024-02-06,Engineering,73
350,26,43046,2015-02-24,Finance,52
351,48,145751,2021-05-26,Marketing,86
352,53,39111,2020-06-01,Support,80
353,23,71427,2022-02-08,Engineering,77
354,28,117886,2021-12-04,Sales,55
355,47,114471,2024-04-05,Finance,87
356,19,30846,2015-11-27,Marketing,60
357,25,143689,2022-07-28,HR,94
358,61,36469,2015-05-29,Engineering,75
359,21,121922,2022-03-05,Marketing,69
360,50,75587,2022-03-24,HR,98
361,29,97584,2018-06-18,Finance,75
362,31,140911,2021-09-21,Marketing,87
363,54,31917,2018-09-04,Sales,60
364,53,135292,2015-07-26,Marketing,92
365,20,50128,2015-12-24,Sales,55
366,27,112180,2016-12-16,Engineering,72
367,27,32219,2018-12-21,Sales,51
368,30,35287,2024-06-09,HR,51
369,37,38512,2015-08-22,Engineering,86
370,26,49216,2021-07-31,Finance,58
371,28,123070,2021-09-27,Engineering,73
372,55,56614,2019-10-12,Engineering,84
373,47,72078,2022-03-16,Sales,98
374,22,126573,2015-08-21,Engineering,93
375,31,97444,2023-08-05,Sales,60
376,26,95441,2020-04-10,Finance,61
377,52,147248,2015-08-23,HR,89
378,39,35951,2024-01-11,Sales,78
379,25,71832,2016-11-24,HR,86
380,31,60523,2023-05-21,Engineering,79
381,52,116740,2016-08-20,Engineering,86
382,22,49282,2017-05-21,HR,63
383,43,50611,2021-02-20,HR,74
384,62,112985,2020-06-06,HR,74
385,35,73303,2015-04-14,Marketing,57
386,56,59287,2016-10-11,Engineering,63
387,49,41954,2024-07-16,Sales,87
388,50,117062,2024-11-02,Support,64
389,50,49096,2019-05-27,HR,66
390,50,41246,2024-02-28,HR,51
391,31,66455,2021-10-06,Sales,89
392,56,97506,2016-10-30,HR,55
393,23,122738,2021-02-25,Support,56
394,25,126809,2018-01-31,Support,64
395,64,101324,2021-08-31,Finance,82
396,47,39446,2016-05-24,Engineering,76
397,53,81356,2015-04-24,HR,87
398,50,74028,2016-03-15,Support,86
399,44,112870,2016-03-05,Engineering,82
400,21,49029,2021-03-11,Sales,51
401,27,132916,2018-10-04,Support,59
402,50,76197,2024-10-07,Marketing,87
403,30,53710,2023-07-08,Sales,96
404,53,101895,2022-07-10,Finance,64
405,46,50103,2015-10-05,Finance,54
406,46,44382,2018-11-30,Support,53
407,29,33756,2022-08-29,HR,51
408,44,46478,2018-09-11,Marketing,85
409,53,129097,2019-03-29,Support,92
410,44,130420,2018-03-04,HR,69
411,28,44153,2021-02-25,Engineering,89
412,55,139701,2019-11-08,Finance,57
413,40,30814,2016-05-17,Finance,75
414,63,120474,2021-02-01,Sales,61
415,43,105916,2019-11-03,Sales,89
416,35,47368,2022-07-03,Finance,82
417,64,121751,2019-12-13,HR,92
418,29,69915,2024-12-04,HR,85
419,21,94644,2015-07-03,Marketing,86
420,25,30126,2023-04-13,HR,91
421,45,95310,2015-09-10,Marketing,58
422,46,74327,2020-06-10,Sales,90
423,39,77882,2021-06-22,Marketing,72
424,18,106589,2023-12-05,Engineering,86
425,38,131721,2018-03-31,Sales,95
426,53,147718,2016-09-22,Finance,50
427,57,93374,2016-12-28,HR,70
428,64,86264,2015-03-02,HR,58
429,27,148195,2021-08-30,Engineering,75
430,58,70738,2019-10-31,Finance,74
431,43,138618,2015-07-28,Marketing,87
432,19,38070,2019-04-01,HR,67
433,44,87761,2023-08-13,Engineering,76
434,34,36783,2024-01-06,Finance,92
435,61,109026,2018-12-18,Support,73
436,42,97526,2018-12-22,Engineering,55
437,41,76240,2021-02-28,Marketing,98
438,46,124270,2016-09-14,Sales,92
439,39,49097,2024-09-22,Sales,77
440,38,57696,2016-02-15,HR,56
441,34,76163,2015-05-13,Engineering,90
442,37,82853,2016-06-01,Finance,71
443,45,51566,2018-05-30,Engineering,89
444,24,105520,2015-09-10,Marketing,81
445,30,71949,2022-09-05,Marketing,72
446,36,123501,2018-03-07,Marketing,81
447,47,89676,2021-03-26,Support,98
448,62,72460,2016-06-02,Marketing,79
449,33,123607,2022-09-25,HR,68
450,35,63536,2021-02-01,Sales,63
451,64,58865,2022-06-15,Sales,77
452,47,68565,2022-01-14,Engineering,53
453,18,82487,2018-10-04,Marketing,78
454,56,78770,2017-10-25,Marketing,81
455,27,129785,2015-12-20,Engineering,68
456,63,82603,2022-05-06,Marketing,82
457,40,111974,2018-08-06,Engineering,77
458,49,115382,2024-05-02,Support,78
459,25,145520,2017-12-12,Engineering,52
460,41,60678,2021-09-25,Finance,57
461,64,98836,2021-02-12,HR,52
462,50,115595,2022-01-23,Support,96
463,25,94929,2020-05-18,Support,84
464,49,117127,2016-09-19,Support,63
465,49,90535,2022-01-23,Finance,95
466,60,42175,2015-07-21,Support,53
467,54,116925,2022-03-20,Marketing,80
468,35,36150,2018-04-02,Support,59
469,24,46032,2021-01-22,Engineering,72
470,38,83394,2015-08-12,Sales,97
471,36,43859,2021-11-30,HR,78
472,35,38705,2019-03-22,Finance,50
473,64,53236,2020-03-12,Sales,69
474,28,133145,2022-10-20,HR,51
475,20,132870,2015-08-10,Marketing,61
476,37,44596,2016-04-17,Marketing,86
477,55,31279,2022-08-07,Sales,79
478,26,92516,2018-07-11,HR,93
479,52,139397,2017-10-12,Finance,93
480,41,75648,2019-10-21,Marketing,59
481,47,49063,2024-05-18,Engineering,95
482,40,116143,2017-06-28,Marketing,81
483,34,58529,2016-07-19,Support,66
484,31,108344,2021-05-10,Engineering,89
485,19,136732,2021-04-11,Engineering,74
486,56,53752,2015-08-07,Finance,71
487,60,81693,2022-01-16,HR,53
488,43,136937,2023-06-24,HR,78
489,62,104532,2023-08-02,Engineering,60
490,23,127425,2015-02-04,HR,70
491,59,68243,2017-09-25,Finance,90
492,55,56657,2017-08-13,Finance,66
493,54,127432,2016-09-18,Engineering,87
494,29,31622,2016-12-25,Marketing,91
495,39,91396,2018-09-19,Engineering,76
496,48,112565,2023-02-06,Marketing,76
497,57,126523,2016-01-05,Finance,94
498,24,123065,2016-08-01,Engineering,94
499,34,65737,2022-11-26,Marketing,70
500,45,59373,2021-12-09,Finance,95
501,19,131371,2023-06-27,Engineering,92
502,18,49250,2023-05-25,HR,85
503,43,83276,2023-03-01,Finance,70
504,28,119599,2017-09-04,Engineering,85
505,56,126999,2016-03-06,Marketing,84
506,51,83302,2024-11-15,Sales,96
507,41,34853,2021-03-27,Marketing,71
508,22,119399,2023-11-05,Engineering,82
509,53,104478,2017-12-21,Engineering,69
510,36,97298,2018-10-14,HR,92
511,34,54058,2015-05-09,Engineering,94
512,60,96017,2016-12-04,Finance,58
513,43,135921,2016-08-02,Sales,58
514,26,65111,2024-07-05,Engineering,66
515,18,64008,2019-06-01,Marketing,92
516,57,85337,2021-12-05,Marketing,74
517,56,54354,2021-12-04,Marketing,52
518,54,116123,2019-01-10,Sales,93
519,47,50581,2016-02-25,HR,83
520,29,81474,2016-02-25,Sales,86
521,61,144618,2017-04-09,Support,98
522,34,79481,2015-11-28,Engineering,98
523,64,50491,2024-12-20,Support,65
524,41,30338,2021-01-18,Marketing,57
525,48,81860,2017-04-27,Sales,66
526,40,84756,2018-12-23,Finance,65
527,23,100855,2015-06-23,Sales,74
528,35,92552,2024-11-04,Finance,61
529,32,148681,2021-12-10,Sales,90
530,62,142153,2018-06-11,Engineering,96
531,49,67641,2016-06-25,Engineering,65
532,24,136896,2019-03-11,Marketing,72
533,43,86276,2024-08-04,HR,71
534,24,74813,2023-06-24,Engineering,64
535,24,99768,2022-03-15,Sales,97
536,25,113441,2019-02-01,Support,72
537,46,36737,2021-06-06,HR,80
538,47,81571,2024-05-22,Marketing,88
539,52,67265,2015-12-25,HR,91
540,56,117312,2018-12-25,Support,63
541,48,82375,2020-07-13,HR,84
542,61,126443,2022-01-13,Finance,94
543,51,112050,2023-08-08,Marketing,86
544,60,32983,2020-11-08,Sales,75
545,40,108187,2018-06-26,Finance,88
546,32,124071,2015-12-22,Sales,98
547,21,84620,2024-11-08,Sales,71
548,42,37564,2015-12-26,Marketing,67
549,50,124223,2019-01-15,Finance,94
550,59,104859,2023-12-03,HR,51
551,52,82393,2023-09-09,Sales,83
552,47,132650,2019-06-06,Sales,62
553,30,125505,2019-03-08,Sales,81
554,49,99346,2023-08-31,Finance,88
555,63,46371,2019-02-28,Engineering,78
556,46,103972,2016-04-19,Marketing,93
557,33,115431,2023-06-07,Sales,93
558,64,40616,2015-02-01,HR,59
559,47,80072,2024-12-10,Engineering,88
560,37,42676,2016-12-22,Finance,50
561,47,115680,2016-06-26,Support,52
562,62,63933,2016-06-02,Engineering,79
563,21,62913,2021-03-02,Marketing,86
564,42,87775,2017-01-03,Support,50
565,63,142590,2021-09-09,Sales,58
566,32,110688,2023-01-21,Finance,73
567,21,127419,2022-11-18,Sales,86
568,54,137434,2019-08-22,Finance,55
569,56,86638,2020-04-04,HR,95
570,41,136506,2024-04-13,Sales,62
571,51,78280,2019-02-14,Marketing,56
572,21,84842,2019-03-24,HR,57
573,37,144524,2023-09-07,Support,94
574,63,107129,2020-01-26,Sales,92
575,51,145512,2020-07-24,Sales,75
576,58,57376,2022-04-30,Finance,52
577,23,111412,2017-02-05,Finance,54
578,64,96262,2021-05-22,Support,98
579,26,106898,2023-03-10,HR,69
580,59,114386,2022-02-13,Finance,99
581,35,56685,2021-06-10,Marketing,66
582,41,54578,2021-07-11,Sales,81
583,52,91413,2017-04-09,Support,62
584,64,90504,2018-05-21,Engineering,58
585,21,64701,2020-10-22,Engineering,86
586,51,47674,2020-04-30,Support,90
587,20,73642,2016-04-21,Engineering,77
588,46,95160,2019-12-11,Marketing,52
589,42,118801,2018-01-18,Marketing,61
590,59,59192,2016-11-26,Finance,64
591,57,72520,2017-04-01,Support,54
592,28,80106,2024-02-09,Support,83
593,41,135595,2016-06-03,Finance,64
594,55,110199,2024-12-02,Marketing,54
595,43,71873,2021-11-21,Marketing,55
596,54,39903,2015-09-30,Sales,62
597,45,115956,2019-10-27,Marketing,62
598,34,133537,2021-08-03,Sales,89
599,62,142863,2024-09-29,Sales,78
600,20,31591,2021-03-17,Support,89
601,51,101719,2022-10-10,HR,76
602,30,129616,2022-07-21,Support,55
603,41,37314,2023-10-25,HR,65
604,57,97675,2019-07-27,Marketing,82
605,58,135228,2020-03-05,HR,92
606,62,127624,2021-08-04,HR,91
607,53,116206,2021-08-19,HR,76
608,55,83947,2019-07-16,Engineering,56
609,22,78874,2021-10-11,Support,94
610,48,77638,2019-03-14,Support,91
611,27,32719,2015-01-20,HR,92
612,47,72534,2017-09-23,Marketing,80
613,35,48787,2020-03-03,Finance,51
614,31,87932,2021-10-16,Finance,78
615,29,63062,2017-11-12,Finance,51
616,49,125756,2020-11-17,Engineering,95
617,44,96672,2016-03-05,Engineering,90
618,34,61966,2017-04-21,HR,83
619,41,93852,2019-02-25,Finance,84
620,23,106242,2019-01-23,HR,79
621,24,59257,2017-02-20,HR,90
622,49,43281,2015-04-05,Sales,77
623,32,121357,2016-01-12,HR,86
624,46,112197,2022-10-06,Marketing,53
625,37,113807,2016-05-12,Support,85
626,21,142831,2015-06-12,Marketing,66
627,29,93888,2024-01-23,Engineering,59
628,18,50953,2020-06-09,HR,67
629,31,67567,2024-02-01,HR,96
630,46,51195,2020-02-24,Sales,85
631,52,51427,2023-06-03,HR,61
632,24,87372,2020-07-14,Engineering,60
633,50,37813,2018-09-17,Sales,96
634,32,123106,2016-11-29,Support,60
635,40,74569,2023-08-16,HR,83
636,63,43025,2021-02-27,Support,78
637,21,44288,2017-06-19,Marketing,84
638,30,127768,2021-03-09,HR,88
639,32,71846,2023-08-17,Engineering,78
640,46,47482,2024-07-13,Sales,81
641,19,142302,2020-12-07,Engineering,63
642,37,33093,2022-03-20,Sales,60
643,44,82930,2024-08-15,Engineering,66
644,61,123623,2015-03-01,Marketing,77
645,46,83268,2017-12-20,Support,96
646,33,58602,2024-10-27,Finance,69
647,23,129986,2024-03-22,HR,54
648,20,35626,2023-09-28,Support,50
649,55,49982,2017-01-10,Finance,83
650,52,56431,2019-11-11,Support,98
651,42,112711,2016-02-17,Marketing,61
652,35,68158,2015-05-03,Finance,93
653,33,115530,2022-11-18,Marketing,57
654,63,145672,2019-04-29,Marketing,66
655,46,98916,2016-11-20,Engineering,57
656,32,112970,2021-11-19,Support,95
657,24,91788,2017-07-10,Support,93
658,41,74859,2016-10-27,Engineering,52
659,37,30526,2020-09-18,HR,74
660,47,41536,2022-04-12,Engineering,93
661,37,64531,2024-11-07,Finance,58
662,55,95455,2016-04-04,Engineering,71
663,19,84615,2020-12-25,HR,57
664,28,59759,2015-10-02,Sales,62
665,34,132471,2017-07-25,Sales,70
666,35,56589,2016-11-24,Finance,67
667,63,92046,2021-08-02,Finance,87
668,49,36154,2018-12-24,HR,94
669,42,94288,2016-01-09,Engineering,87
670,58,60087,2021-05-13,Marketing,60
671,39,99298,2018-02-17,Engineering,73
672,58,73408,2018-07-08,HR,61
673,63,68559,2021-07-31,Marketing,64
674,33,141925,2024-09-23,HR,71
675,45,78787,2021-04-11,Engineering,82
676,27,104663,2019-04-02,Sales,81
677,50,79153,2019-02-03,Support,82
678,50,142360,2020-04-22,Sales,62
679,47,118652,2019-05-17,Marketing,75
680,39,82326,2018-10-28,HR,51
681,55,53398,2023-08-06,Finance,75
682,63,105897,2022-01-03,Engineering,99
683,32,98577,2022-02-12,Marketing,91
684,61,92768,2018-04-24,Marketing,89
685,28,87660,2023-02-10,Support,52
686,23,113976,2018-04-21,Engineering,55
687,26,56015,2021-08-13,Finance,90
688,29,132215,2021-09-01,HR,99
689,45,33389,2018-06-17,HR,69
690,64,54826,2017-09-05,Engineering,56
691,28,76163,2022-11-30,Engineering,65
692,21,41653,2021-06-19,Finance,71
693,43,63662,2023-11-12,HR,52
694,58,125081,2016-02-29,Engineering,63
695,28,45313,2024-07-03,Sales,61
696,40,140091,2023-06-07,HR,62
